	sequences per sample	iteration	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2
alpha_rarefaction_180496_6.txt	180496	6	1926.0	1926.0	2530.0	2353.0	2298.0	2681.0	4486.0	5691.0	6347.0	5951.0	5653.0	3490.0	2747.0	4458.0	3496.0	n/a	2684.0	3034.0	6735.0	6757.0	7628.0	7540.0	8643.0	6597.0
alpha_rarefaction_180496_7.txt	180496	7	1921.0	1942.0	2557.0	2358.0	2301.0	2680.0	4487.0	5686.0	6329.0	5933.0	5653.0	3497.0	2740.0	4435.0	3516.0	n/a	2662.0	3041.0	6732.0	6759.0	7625.0	7545.0	8625.0	6647.0
alpha_rarefaction_180496_8.txt	180496	8	1948.0	1938.0	2551.0	2339.0	2321.0	2676.0	4491.0	5678.0	6347.0	5960.0	5649.0	3500.0	2747.0	4439.0	3503.0	n/a	2652.0	3042.0	6733.0	6742.0	7584.0	7537.0	8684.0	6604.0
alpha_rarefaction_180496_9.txt	180496	9	1910.0	1927.0	2538.0	2345.0	2305.0	2693.0	4512.0	5684.0	6337.0	5933.0	5652.0	3490.0	2746.0	4432.0	3501.0	n/a	2667.0	3064.0	6734.0	6777.0	7596.0	7523.0	8661.0	6630.0
alpha_rarefaction_200550_0.txt	200550	0	1987.0	1993.0	2628.0	n/a	2380.0	2771.0	n/a	n/a	6544.0	n/a	n/a	n/a	n/a	4585.0	n/a	n/a	2755.0	3144.0	n/a	n/a	7864.0	n/a	8892.0	6841.0
alpha_rarefaction_200550_1.txt	200550	1	1984.0	1995.0	2628.0	n/a	2379.0	2771.0	n/a	n/a	6521.0	n/a	n/a	n/a	n/a	4594.0	n/a	n/a	2761.0	3156.0	n/a	n/a	7887.0	n/a	8870.0	6846.0
alpha_rarefaction_200550_2.txt	200550	2	1998.0	1998.0	2634.0	n/a	2371.0	2775.0	n/a	n/a	6520.0	n/a	n/a	n/a	n/a	4579.0	n/a	n/a	2736.0	3153.0	n/a	n/a	7883.0	n/a	8957.0	6836.0
alpha_rarefaction_200550_3.txt	200550	3	1986.0	1984.0	2623.0	n/a	2374.0	2775.0	n/a	n/a	6537.0	n/a	n/a	n/a	n/a	4579.0	n/a	n/a	2765.0	3150.0	n/a	n/a	7869.0	n/a	8943.0	6843.0
alpha_rarefaction_200550_4.txt	200550	4	1987.0	1992.0	2642.0	n/a	2375.0	2771.0	n/a	n/a	6531.0	n/a	n/a	n/a	n/a	4573.0	n/a	n/a	2750.0	3155.0	n/a	n/a	7876.0	n/a	8939.0	6840.0
alpha_rarefaction_200550_5.txt	200550	5	1978.0	2004.0	2627.0	n/a	2369.0	2772.0	n/a	n/a	6535.0	n/a	n/a	n/a	n/a	4592.0	n/a	n/a	2744.0	3141.0	n/a	n/a	7867.0	n/a	8936.0	6839.0
alpha_rarefaction_200550_6.txt	200550	6	1973.0	2000.0	2637.0	n/a	2384.0	2772.0	n/a	n/a	6534.0	n/a	n/a	n/a	n/a	4583.0	n/a	n/a	2747.0	3147.0	n/a	n/a	7875.0	n/a	8900.0	6852.0
alpha_rarefaction_200550_7.txt	200550	7	1992.0	1991.0	2636.0	n/a	2380.0	2774.0	n/a	n/a	6543.0	n/a	n/a	n/a	n/a	4591.0	n/a	n/a	2776.0	3146.0	n/a	n/a	7843.0	n/a	8903.0	6855.0
alpha_rarefaction_200550_8.txt	200550	8	1975.0	2015.0	2629.0	n/a	2370.0	2771.0	n/a	n/a	6522.0	n/a	n/a	n/a	n/a	4585.0	n/a	n/a	2749.0	3146.0	n/a	n/a	7870.0	n/a	8925.0	6829.0
alpha_rarefaction_200550_9.txt	200550	9	1992.0	1997.0	2622.0	n/a	2380.0	2777.0	n/a	n/a	6544.0	n/a	n/a	n/a	n/a	4575.0	n/a	n/a	2748.0	3146.0	n/a	n/a	7864.0	n/a	8887.0	6832.0
